,product,date,region,sales
7001,pink morsel,2020-02-16,south,$1791.00
7002,pink morsel,2020-02-16,east,$1605.00
7003,pink morsel,2020-02-16,west,$1743.00
7028,pink morsel,2020-02-17,north,$1677.00
7029,pink morsel,2020-02-17,south,$1590.00
7030,pink morsel,2020-02-17,east,$1722.00
7031,pink morsel,2020-02-17,west,$1743.00
7056,pink morsel,2020-02-18,north,$1668.00
7057,pink morsel,2020-02-18,south,$1620.00
7058,pink morsel,2020-02-18,east,$1704.00
7059,pink morsel,2020-02-18,west,$1683.00
7084,pink morsel,2020-02-19,north,$1551.00
7085,pink morsel,2020-02-19,south,$1650.00
7086,pink morsel,2020-02-19,east,$1689.00
7087,pink morsel,2020-02-19,west,$1638.00
7112,pink morsel,2020-02-20,north,$1518.00
7113,pink morsel,2020-02-20,south,$1593.00
7114,pink morsel,2020-02-20,east,$1632.00
7115,pink morsel,2020-02-20,west,$1602.00
7140,pink morsel,2020-02-21,north,$1761.00
7141,pink morsel,2020-02-21,south,$1755.00
7142,pink morsel,2020-02-21,east,$1581.00
7143,pink morsel,2020-02-21,west,$1794.00
7168,pink morsel,2020-02-22,north,$1545.00
7169,pink morsel,2020-02-22,south,$1689.00
7170,pink morsel,2020-02-22,east,$1632.00
7171,pink morsel,2020-02-22,west,$1668.00
7196,pink morsel,2020-02-23,north,$1638.00
7197,pink morsel,2020-02-23,south,$1602.00
7198,pink morsel,2020-02-23,east,$1686.00
7199,pink morsel,2020-02-23,west,$1776.00
7224,pink morsel,2020-02-24,north,$1593.00
7225,pink morsel,2020-02-24,south,$1734.00
7226,pink morsel,2020-02-24,east,$1608.00
7227,pink morsel,2020-02-24,west,$1617.00
7252,pink morsel,2020-02-25,north,$1656.00
7253,pink morsel,2020-02-25,south,$1722.00
7254,pink morsel,2020-02-25,east,$1566.00
7255,pink morsel,2020-02-25,west,$1548.00
7280,pink morsel,2020-02-26,north,$1545.00
7281,pink morsel,2020-02-26,south,$1521.00
7282,pink morsel,2020-02-26,east,$1728.00
7283,pink morsel,2020-02-26,west,$1668.00
7308,pink morsel,2020-02-27,north,$1698.00
7309,pink morsel,2020-02-27,south,$1599.00
7310,pink morsel,2020-02-27,east,$1581.00
7311,pink morsel,2020-02-27,west,$1527.00
7336,pink morsel,2020-02-28,north,$1509.00
7337,pink morsel,2020-02-28,south,$1686.00
7338,pink morsel,2020-02-28,east,$1590.00
7339,pink morsel,2020-02-28,west,$1689.00
7364,pink morsel,2020-02-29,north,$1671.00
7365,pink morsel,2020-02-29,south,$1728.00
7366,pink morsel,2020-02-29,east,$1524.00
7367,pink morsel,2020-02-29,west,$1656.00
7392,pink morsel,2020-03-01,north,$1593.00
7393,pink morsel,2020-03-01,south,$1626.00
7394,pink morsel,2020-03-01,east,$1626.00
7395,pink morsel,2020-03-01,west,$1692.00
7420,pink morsel,2020-03-02,north,$1509.00
7421,pink morsel,2020-03-02,south,$1788.00
7422,pink morsel,2020-03-02,east,$1572.00
7423,pink morsel,2020-03-02,west,$1569.00
7448,pink morsel,2020-03-03,north,$1632.00
7449,pink morsel,2020-03-03,south,$1548.00
7450,pink morsel,2020-03-03,east,$1623.00
7451,pink morsel,2020-03-03,west,$1506.00
7476,pink morsel,2020-03-04,north,$1773.00
7477,pink morsel,2020-03-04,south,$1677.00
7478,pink morsel,2020-03-04,east,$1638.00
7479,pink morsel,2020-03-04,west,$1569.00
7504,pink morsel,2020-03-05,north,$1794.00
7505,pink morsel,2020-03-05,south,$1764.00
7506,pink morsel,2020-03-05,east,$1530.00
7507,pink morsel,2020-03-05,west,$1770.00
7532,pink morsel,2020-03-06,north,$1623.00
7533,pink morsel,2020-03-06,south,$1734.00
7534,pink morsel,2020-03-06,east,$1698.00
7535,pink morsel,2020-03-06,west,$1503.00
7560,pink morsel,2020-03-07,north,$1641.00
7561,pink morsel,2020-03-07,south,$1581.00
7562,pink morsel,2020-03-07,east,$1797.00
7563,pink morsel,2020-03-07,west,$1674.00
7588,pink morsel,2020-03-08,north,$1701.00
7589,pink morsel,2020-03-08,south,$1590.00
7590,pink morsel,2020-03-08,east,$1599.00
7591,pink morsel,2020-03-08,west,$1791.00
7616,pink morsel,2020-03-09,north,$1719.00
7617,pink morsel,2020-03-09,south,$1776.00
7618,pink morsel,2020-03-09,east,$1542.00
7619,pink morsel,2020-03-09,west,$1740.00
7644,pink morsel,2020-03-10,north,$1644.00
7645,pink morsel,2020-03-10,south,$1653.00
7646,pink morsel,2020-03-10,east,$1797.00
7647,pink morsel,2020-03-10,west,$1740.00
7672,pink morsel,2020-03-11,north,$1605.00
7673,pink morsel,2020-03-11,south,$1584.00
7674,pink morsel,2020-03-11,east,$1662.00
7675,pink morsel,2020-03-11,west,$1572.00
7700,pink morsel,2020-03-12,north,$1635.00
7701,pink morsel,2020-03-12,south,$1548.00
7702,pink morsel,2020-03-12,east,$1680.00
7703,pink morsel,2020-03-12,west,$1767.00
7728,pink morsel,2020-03-13,north,$1554.00
7729,pink morsel,2020-03-13,south,$1686.00
7730,pink morsel,2020-03-13,east,$1749.00
7731,pink morsel,2020-03-13,west,$1554.00
7756,pink morsel,2020-03-14,north,$1662.00
7757,pink morsel,2020-03-14,south,$1557.00
7758,pink morsel,2020-03-14,east,$1755.00
7759,pink morsel,2020-03-14,west,$1758.00
7784,pink morsel,2020-03-15,north,$1500.00
7785,pink morsel,2020-03-15,south,$1665.00
7786,pink morsel,2020-03-15,east,$1761.00
7787,pink morsel,2020-03-15,west,$1626.00
7812,pink morsel,2020-03-16,north,$1650.00
7813,pink morsel,2020-03-16,south,$1722.00
7814,pink morsel,2020-03-16,east,$1641.00
7815,pink morsel,2020-03-16,west,$1611.00
7840,pink morsel,2020-03-17,north,$1701.00
7841,pink morsel,2020-03-17,south,$1701.00
7842,pink morsel,2020-03-17,east,$1794.00
7843,pink morsel,2020-03-17,west,$1509.00
7868,pink morsel,2020-03-18,north,$1566.00
7869,pink morsel,2020-03-18,south,$1716.00
7870,pink morsel,2020-03-18,east,$1701.00
7871,pink morsel,2020-03-18,west,$1605.00
7896,pink morsel,2020-03-19,north,$1581.00
7897,pink morsel,2020-03-19,south,$1797.00
7898,pink morsel,2020-03-19,east,$1725.00
7899,pink morsel,2020-03-19,west,$1554.00
7924,pink morsel,2020-03-20,north,$1665.00
7925,pink morsel,2020-03-20,south,$1641.00
7926,pink morsel,2020-03-20,east,$1677.00
7927,pink morsel,2020-03-20,west,$1707.00
7952,pink morsel,2020-03-21,north,$1575.00
7953,pink morsel,2020-03-21,south,$1674.00
7954,pink morsel,2020-03-21,east,$1707.00
7955,pink morsel,2020-03-21,west,$1710.00
7980,pink morsel,2020-03-22,north,$1644.00
7981,pink morsel,2020-03-22,south,$1668.00
7982,pink morsel,2020-03-22,east,$1674.00
7983,pink morsel,2020-03-22,west,$1737.00
8008,pink morsel,2020-03-23,north,$1767.00
8009,pink morsel,2020-03-23,south,$1620.00
8010,pink morsel,2020-03-23,east,$1593.00
8011,pink morsel,2020-03-23,west,$1542.00
8036,pink morsel,2020-03-24,north,$1548.00
8037,pink morsel,2020-03-24,south,$1662.00
8038,pink morsel,2020-03-24,east,$1740.00
8039,pink morsel,2020-03-24,west,$1572.00
8064,pink morsel,2020-03-25,north,$1779.00
8065,pink morsel,2020-03-25,south,$1770.00
8066,pink morsel,2020-03-25,east,$1623.00
8067,pink morsel,2020-03-25,west,$1575.00
8092,pink morsel,2020-03-26,north,$1785.00
8093,pink morsel,2020-03-26,south,$1671.00
8094,pink morsel,2020-03-26,east,$1749.00
8095,pink morsel,2020-03-26,west,$1791.00
8120,pink morsel,2020-03-27,north,$1713.00
8121,pink morsel,2020-03-27,south,$1623.00
8122,pink morsel,2020-03-27,east,$1605.00
8123,pink morsel,2020-03-27,west,$1566.00
8148,pink morsel,2020-03-28,north,$1569.00
8149,pink morsel,2020-03-28,south,$1605.00
8150,pink morsel,2020-03-28,east,$1728.00
8151,pink morsel,2020-03-28,west,$1665.00
8176,pink morsel,2020-03-29,north,$1782.00
8177,pink morsel,2020-03-29,south,$1800.00
8178,pink morsel,2020-03-29,east,$1518.00
8179,pink morsel,2020-03-29,west,$1800.00
8204,pink morsel,2020-03-30,north,$1515.00
8205,pink morsel,2020-03-30,south,$1764.00
8206,pink morsel,2020-03-30,east,$1632.00
8207,pink morsel,2020-03-30,west,$1608.00
8232,pink morsel,2020-03-31,north,$1794.00
8233,pink morsel,2020-03-31,south,$1635.00
8234,pink morsel,2020-03-31,east,$1572.00
8235,pink morsel,2020-03-31,west,$1629.00
8260,pink morsel,2020-04-01,north,$1557.00
8261,pink morsel,2020-04-01,south,$1536.00
8262,pink morsel,2020-04-01,east,$1587.00
8263,pink morsel,2020-04-01,west,$1728.00
8288,pink morsel,2020-04-02,north,$1779.00
8289,pink morsel,2020-04-02,south,$1773.00
8290,pink morsel,2020-04-02,east,$1794.00
8291,pink morsel,2020-04-02,west,$1503.00
8316,pink morsel,2020-04-03,north,$1767.00
8317,pink morsel,2020-04-03,south,$1743.00
8318,pink morsel,2020-04-03,east,$1560.00
8319,pink morsel,2020-04-03,west,$1746.00
8344,pink morsel,2020-04-04,north,$1731.00
8345,pink morsel,2020-04-04,south,$1692.00
8346,pink morsel,2020-04-04,east,$1722.00
8347,pink morsel,2020-04-04,west,$1563.00
8372,pink morsel,2020-04-05,north,$1797.00
8373,pink morsel,2020-04-05,south,$1755.00
8374,pink morsel,2020-04-05,east,$1611.00
8375,pink morsel,2020-04-05,west,$1635.00
8400,pink morsel,2020-04-06,north,$1752.00
8401,pink morsel,2020-04-06,south,$1749.00
8402,pink morsel,2020-04-06,east,$1782.00
8403,pink morsel,2020-04-06,west,$1521.00
8428,pink morsel,2020-04-07,north,$1752.00
8429,pink morsel,2020-04-07,south,$1686.00
8430,pink morsel,2020-04-07,east,$1500.00
8431,pink morsel,2020-04-07,west,$1785.00
8456,pink morsel,2020-04-08,north,$1611.00
8457,pink morsel,2020-04-08,south,$1794.00
8458,pink morsel,2020-04-08,east,$1734.00
8459,pink morsel,2020-04-08,west,$1659.00
8484,pink morsel,2020-04-09,north,$1650.00
8485,pink morsel,2020-04-09,south,$1587.00
8486,pink morsel,2020-04-09,east,$1629.00
8487,pink morsel,2020-04-09,west,$1506.00
8512,pink morsel,2020-04-10,north,$1794.00
8513,pink morsel,2020-04-10,south,$1551.00
8514,pink morsel,2020-04-10,east,$1503.00
8515,pink morsel,2020-04-10,west,$1776.00
8540,pink morsel,2020-04-11,north,$1659.00
8541,pink morsel,2020-04-11,south,$1590.00
8542,pink morsel,2020-04-11,east,$1515.00
8543,pink morsel,2020-04-11,west,$1506.00
8568,pink morsel,2020-04-12,north,$1722.00
8569,pink morsel,2020-04-12,south,$1512.00
8570,pink morsel,2020-04-12,east,$1773.00
8571,pink morsel,2020-04-12,west,$1635.00
8596,pink morsel,2020-04-13,north,$1548.00
8597,pink morsel,2020-04-13,south,$1692.00
8598,pink morsel,2020-04-13,east,$1698.00
8599,pink morsel,2020-04-13,west,$1755.00
8624,pink morsel,2020-04-14,north,$1521.00
8625,pink morsel,2020-04-14,south,$1593.00
8626,pink morsel,2020-04-14,east,$1644.00
8627,pink morsel,2020-04-14,west,$1587.00
8652,pink morsel,2020-04-15,north,$1800.00
8653,pink morsel,2020-04-15,south,$1788.00
8654,pink morsel,2020-04-15,east,$1764.00
8655,pink morsel,2020-04-15,west,$1650.00
8680,pink morsel,2020-04-16,north,$1704.00
8681,pink morsel,2020-04-16,south,$1659.00
8682,pink morsel,2020-04-16,east,$1644.00
8683,pink morsel,2020-04-16,west,$1500.00
8708,pink morsel,2020-04-17,north,$1734.00
8709,pink morsel,2020-04-17,south,$1617.00
8710,pink morsel,2020-04-17,east,$1584.00
8711,pink morsel,2020-04-17,west,$1569.00
8736,pink morsel,2020-04-18,north,$1623.00
8737,pink morsel,2020-04-18,south,$1500.00
8738,pink morsel,2020-04-18,east,$1578.00
8739,pink morsel,2020-04-18,west,$1590.00
8764,pink morsel,2020-04-19,north,$1761.00
8765,pink morsel,2020-04-19,south,$1728.00
8766,pink morsel,2020-04-19,east,$1716.00
8767,pink morsel,2020-04-19,west,$1704.00
8792,pink morsel,2020-04-20,north,$1665.00
8793,pink morsel,2020-04-20,south,$1515.00
8794,pink morsel,2020-04-20,east,$1725.00
8795,pink morsel,2020-04-20,west,$1695.00
8820,pink morsel,2020-04-21,north,$1755.00
8821,pink morsel,2020-04-21,south,$1521.00
8822,pink morsel,2020-04-21,east,$1629.00
8823,pink morsel,2020-04-21,west,$1686.00
8848,pink morsel,2020-04-22,north,$1614.00
8849,pink morsel,2020-04-22,south,$1614.00
8850,pink morsel,2020-04-22,east,$1569.00
8851,pink morsel,2020-04-22,west,$1527.00
8876,pink morsel,2020-04-23,north,$1764.00
8877,pink morsel,2020-04-23,south,$1524.00
8878,pink morsel,2020-04-23,east,$1611.00
8879,pink morsel,2020-04-23,west,$1785.00
8904,pink morsel,2020-04-24,north,$1716.00
8905,pink morsel,2020-04-24,south,$1692.00
8906,pink morsel,2020-04-24,east,$1506.00
8907,pink morsel,2020-04-24,west,$1533.00
8932,pink morsel,2020-04-25,north,$1638.00
8933,pink morsel,2020-04-25,south,$1638.00
8934,pink morsel,2020-04-25,east,$1755.00
8935,pink morsel,2020-04-25,west,$1545.00
8960,pink morsel,2020-04-26,north,$1512.00
8961,pink morsel,2020-04-26,south,$1593.00
8962,pink morsel,2020-04-26,east,$1674.00
8963,pink morsel,2020-04-26,west,$1719.00
8988,pink morsel,2020-04-27,north,$1530.00
8989,pink morsel,2020-04-27,south,$1593.00
8990,pink morsel,2020-04-27,east,$1641.00
8991,pink morsel,2020-04-27,west,$1575.00
9016,pink morsel,2020-04-28,north,$1788.00
9017,pink morsel,2020-04-28,south,$1749.00
9018,pink morsel,2020-04-28,east,$1581.00
9019,pink morsel,2020-04-28,west,$1524.00
9044,pink morsel,2020-04-29,north,$1680.00
9045,pink morsel,2020-04-29,south,$1674.00
9046,pink morsel,2020-04-29,east,$1773.00
9047,pink morsel,2020-04-29,west,$1674.00
9072,pink morsel,2020-04-30,north,$1779.00
9073,pink morsel,2020-04-30,south,$1569.00
9074,pink morsel,2020-04-30,east,$1590.00
9075,pink morsel,2020-04-30,west,$1689.00
9100,pink morsel,2020-05-01,north,$1755.00
9101,pink morsel,2020-05-01,south,$1752.00
9102,pink morsel,2020-05-01,east,$1641.00
9103,pink morsel,2020-05-01,west,$1605.00
9128,pink morsel,2020-05-02,north,$1587.00
9129,pink morsel,2020-05-02,south,$1521.00
9130,pink morsel,2020-05-02,east,$1605.00
9131,pink morsel,2020-05-02,west,$1557.00
9156,pink morsel,2020-05-03,north,$1680.00
9157,pink morsel,2020-05-03,south,$1566.00
9158,pink morsel,2020-05-03,east,$1719.00
9159,pink morsel,2020-05-03,west,$1563.00
9184,pink morsel,2020-05-04,north,$1569.00
9185,pink morsel,2020-05-04,south,$1608.00
9186,pink morsel,2020-05-04,east,$1578.00
9187,pink morsel,2020-05-04,west,$1641.00
9212,pink morsel,2020-05-05,north,$1587.00
9213,pink morsel,2020-05-05,south,$1674.00
9214,pink morsel,2020-05-05,east,$1500.00
9215,pink morsel,2020-05-05,west,$1686.00
9240,pink morsel,2020-05-06,north,$1521.00
9241,pink morsel,2020-05-06,south,$1683.00
9242,pink morsel,2020-05-06,east,$1767.00
9243,pink morsel,2020-05-06,west,$1776.00
9268,pink morsel,2020-05-07,north,$1557.00
9269,pink morsel,2020-05-07,south,$1623.00
9270,pink morsel,2020-05-07,east,$1557.00
9271,pink morsel,2020-05-07,west,$1746.00
9296,pink morsel,2020-05-08,north,$1680.00
9297,pink morsel,2020-05-08,south,$1587.00
9298,pink morsel,2020-05-08,east,$1695.00
9299,pink morsel,2020-05-08,west,$1629.00
9324,pink morsel,2020-05-09,north,$1674.00
9325,pink morsel,2020-05-09,south,$1620.00
9326,pink morsel,2020-05-09,east,$1560.00
9327,pink morsel,2020-05-09,west,$1590.00
9352,pink morsel,2020-05-10,north,$1623.00
9353,pink morsel,2020-05-10,south,$1689.00
9354,pink morsel,2020-05-10,east,$1656.00
9355,pink morsel,2020-05-10,west,$1695.00
9380,pink morsel,2020-05-11,north,$1674.00
9381,pink morsel,2020-05-11,south,$1554.00
9382,pink morsel,2020-05-11,east,$1680.00
9383,pink morsel,2020-05-11,west,$1575.00
9408,pink morsel,2020-05-12,north,$1500.00
9409,pink morsel,2020-05-12,south,$1791.00
9410,pink morsel,2020-05-12,east,$1614.00
9411,pink morsel,2020-05-12,west,$1695.00
9436,pink morsel,2020-05-13,north,$1767.00
9437,pink morsel,2020-05-13,south,$1725.00
9438,pink morsel,2020-05-13,east,$1701.00
9439,pink morsel,2020-05-13,west,$1629.00
9464,pink morsel,2020-05-14,north,$1656.00
9465,pink morsel,2020-05-14,south,$1713.00
9466,pink morsel,2020-05-14,east,$1737.00
9467,pink morsel,2020-05-14,west,$1671.00
9492,pink morsel,2020-05-15,north,$1533.00
9493,pink morsel,2020-05-15,south,$1644.00
9494,pink morsel,2020-05-15,east,$1560.00
9495,pink morsel,2020-05-15,west,$1740.00
9520,pink morsel,2020-05-16,north,$1767.00
9521,pink morsel,2020-05-16,south,$1791.00
9522,pink morsel,2020-05-16,east,$1509.00
9523,pink morsel,2020-05-16,west,$1614.00
9548,pink morsel,2020-05-17,north,$1566.00
9549,pink morsel,2020-05-17,south,$1758.00
9550,pink morsel,2020-05-17,east,$1668.00
9551,pink morsel,2020-05-17,west,$1707.00
9576,pink morsel,2020-05-18,north,$1638.00
9577,pink morsel,2020-05-18,south,$1596.00
9578,pink morsel,2020-05-18,east,$1767.00
9579,pink morsel,2020-05-18,west,$1683.00
9604,pink morsel,2020-05-19,north,$1641.00
9605,pink morsel,2020-05-19,south,$1713.00
9606,pink morsel,2020-05-19,east,$1515.00
9607,pink morsel,2020-05-19,west,$1602.00
9632,pink morsel,2020-05-20,north,$1575.00
9633,pink morsel,2020-05-20,south,$1791.00
9634,pink morsel,2020-05-20,east,$1545.00
9635,pink morsel,2020-05-20,west,$1686.00
9660,pink morsel,2020-05-21,north,$1587.00
9661,pink morsel,2020-05-21,south,$1791.00
9662,pink morsel,2020-05-21,east,$1653.00
9663,pink morsel,2020-05-21,west,$1671.00
9688,pink morsel,2020-05-22,north,$1542.00
9689,pink morsel,2020-05-22,south,$1686.00
9690,pink morsel,2020-05-22,east,$1569.00
9691,pink morsel,2020-05-22,west,$1518.00
9716,pink morsel,2020-05-23,north,$1620.00
9717,pink morsel,2020-05-23,south,$1536.00
9718,pink morsel,2020-05-23,east,$1713.00
9719,pink morsel,2020-05-23,west,$1788.00
9744,pink morsel,2020-05-24,north,$1773.00
9745,pink morsel,2020-05-24,south,$1785.00
9746,pink morsel,2020-05-24,east,$1509.00
9747,pink morsel,2020-05-24,west,$1713.00
9772,pink morsel,2020-05-25,north,$1536.00
9773,pink morsel,2020-05-25,south,$1704.00
9774,pink morsel,2020-05-25,east,$1563.00
9775,pink morsel,2020-05-25,west,$1539.00
9800,pink morsel,2020-05-26,north,$1545.00
9801,pink morsel,2020-05-26,south,$1530.00
9802,pink morsel,2020-05-26,east,$1758.00
9803,pink morsel,2020-05-26,west,$1656.00
9828,pink morsel,2020-05-27,north,$1563.00
9829,pink morsel,2020-05-27,south,$1758.00
9830,pink morsel,2020-05-27,east,$1656.00
9831,pink morsel,2020-05-27,west,$1707.00
9856,pink morsel,2020-05-28,north,$1581.00
9857,pink morsel,2020-05-28,south,$1569.00
9858,pink morsel,2020-05-28,east,$1533.00
9859,pink morsel,2020-05-28,west,$1566.00
9884,pink morsel,2020-05-29,north,$1722.00
9885,pink morsel,2020-05-29,south,$1602.00
9886,pink morsel,2020-05-29,east,$1698.00
9887,pink morsel,2020-05-29,west,$1566.00
9912,pink morsel,2020-05-30,north,$1599.00
9913,pink morsel,2020-05-30,south,$1788.00
9914,pink morsel,2020-05-30,east,$1743.00
9915,pink morsel,2020-05-30,west,$1647.00
9940,pink morsel,2020-05-31,north,$1566.00
9941,pink morsel,2020-05-31,south,$1608.00
9942,pink morsel,2020-05-31,east,$1791.00
9943,pink morsel,2020-05-31,west,$1764.00
9968,pink morsel,2020-06-01,north,$1752.00
9969,pink morsel,2020-06-01,south,$1608.00
9970,pink morsel,2020-06-01,east,$1554.00
9971,pink morsel,2020-06-01,west,$1710.00
9996,pink morsel,2020-06-02,north,$1677.00
9997,pink morsel,2020-06-02,south,$1794.00
9998,pink morsel,2020-06-02,east,$1800.00
9999,pink morsel,2020-06-02,west,$1767.00
10024,pink morsel,2020-06-03,north,$1782.00
10025,pink morsel,2020-06-03,south,$1584.00
10026,pink morsel,2020-06-03,east,$1545.00
10027,pink morsel,2020-06-03,west,$1617.00
10052,pink morsel,2020-06-04,north,$1644.00
10053,pink morsel,2020-06-04,south,$1527.00
10054,pink morsel,2020-06-04,east,$1707.00
10055,pink morsel,2020-06-04,west,$1773.00
10080,pink morsel,2020-06-05,north,$1587.00
10081,pink morsel,2020-06-05,south,$1632.00
10082,pink morsel,2020-06-05,east,$1569.00
10083,pink morsel,2020-06-05,west,$1566.00
10108,pink morsel,2020-06-06,north,$1683.00
10109,pink morsel,2020-06-06,south,$1689.00
10110,pink morsel,2020-06-06,east,$1704.00
10111,pink morsel,2020-06-06,west,$1749.00
10136,pink morsel,2020-06-07,north,$1620.00
10137,pink morsel,2020-06-07,south,$1650.00
10138,pink morsel,2020-06-07,east,$1743.00
10139,pink morsel,2020-06-07,west,$1674.00
10164,pink morsel,2020-06-08,north,$1527.00
10165,pink morsel,2020-06-08,south,$1638.00
10166,pink morsel,2020-06-08,east,$1584.00
10167,pink morsel,2020-06-08,west,$1695.00
10192,pink morsel,2020-06-09,north,$1503.00
10193,pink morsel,2020-06-09,south,$1569.00
10194,pink morsel,2020-06-09,east,$1572.00
10195,pink morsel,2020-06-09,west,$1593.00
10220,pink morsel,2020-06-10,north,$1761.00
10221,pink morsel,2020-06-10,south,$1512.00
10222,pink morsel,2020-06-10,east,$1617.00
10223,pink morsel,2020-06-10,west,$1593.00
10248,pink morsel,2020-06-11,north,$1590.00
10249,pink morsel,2020-06-11,south,$1611.00
10250,pink morsel,2020-06-11,east,$1719.00
10251,pink morsel,2020-06-11,west,$1719.00
10276,pink morsel,2020-06-12,north,$1512.00
10277,pink morsel,2020-06-12,south,$1776.00
10278,pink morsel,2020-06-12,east,$1575.00
10279,pink morsel,2020-06-12,west,$1746.00
10304,pink morsel,2020-06-13,north,$1581.00
10305,pink morsel,2020-06-13,south,$1689.00
10306,pink morsel,2020-06-13,east,$1776.00
10307,pink morsel,2020-06-13,west,$1560.00
10332,pink morsel,2020-06-14,north,$1734.00
10333,pink morsel,2020-06-14,south,$1788.00
10334,pink morsel,2020-06-14,east,$1743.00
10335,pink morsel,2020-06-14,west,$1719.00
10360,pink morsel,2020-06-15,north,$1542.00
10361,pink morsel,2020-06-15,south,$1758.00
10362,pink morsel,2020-06-15,east,$1674.00
10363,pink morsel,2020-06-15,west,$1584.00
10388,pink morsel,2020-06-16,north,$1668.00
10389,pink morsel,2020-06-16,south,$1620.00
10390,pink morsel,2020-06-16,east,$1695.00
10391,pink morsel,2020-06-16,west,$1638.00
10416,pink morsel,2020-06-17,north,$1554.00
10417,pink morsel,2020-06-17,south,$1659.00
10418,pink morsel,2020-06-17,east,$1734.00
10419,pink morsel,2020-06-17,west,$1527.00
10444,pink morsel,2020-06-18,north,$1611.00
10445,pink morsel,2020-06-18,south,$1734.00
10446,pink morsel,2020-06-18,east,$1743.00
10447,pink morsel,2020-06-18,west,$1557.00
10472,pink morsel,2020-06-19,north,$1800.00
10473,pink morsel,2020-06-19,south,$1536.00
10474,pink morsel,2020-06-19,east,$1578.00
10475,pink morsel,2020-06-19,west,$1515.00
10500,pink morsel,2020-06-20,north,$1647.00
10501,pink morsel,2020-06-20,south,$1641.00
10502,pink morsel,2020-06-20,east,$1614.00
10503,pink morsel,2020-06-20,west,$1518.00
10528,pink morsel,2020-06-21,north,$1755.00
10529,pink morsel,2020-06-21,south,$1620.00
10530,pink morsel,2020-06-21,east,$1725.00
10531,pink morsel,2020-06-21,west,$1668.00
10556,pink morsel,2020-06-22,north,$1761.00
10557,pink morsel,2020-06-22,south,$1542.00
10558,pink morsel,2020-06-22,east,$1539.00
10559,pink morsel,2020-06-22,west,$1524.00
10584,pink morsel,2020-06-23,north,$1767.00
10585,pink morsel,2020-06-23,south,$1581.00
10586,pink morsel,2020-06-23,east,$1770.00
10587,pink morsel,2020-06-23,west,$1758.00
10612,pink morsel,2020-06-24,north,$1617.00
10613,pink morsel,2020-06-24,south,$1518.00
10614,pink morsel,2020-06-24,east,$1791.00
10615,pink morsel,2020-06-24,west,$1695.00
10640,pink morsel,2020-06-25,north,$1503.00
10641,pink morsel,2020-06-25,south,$1794.00
10642,pink morsel,2020-06-25,east,$1638.00
10643,pink morsel,2020-06-25,west,$1536.00
10668,pink morsel,2020-06-26,north,$1707.00
10669,pink morsel,2020-06-26,south,$1578.00
10670,pink morsel,2020-06-26,east,$1719.00
10671,pink morsel,2020-06-26,west,$1728.00
10696,pink morsel,2020-06-27,north,$1644.00
10697,pink morsel,2020-06-27,south,$1527.00
10698,pink morsel,2020-06-27,east,$1578.00
10699,pink morsel,2020-06-27,west,$1623.00
10724,pink morsel,2020-06-28,north,$1608.00
10725,pink morsel,2020-06-28,south,$1779.00
10726,pink morsel,2020-06-28,east,$1689.00
10727,pink morsel,2020-06-28,west,$1629.00
10752,pink morsel,2020-06-29,north,$1722.00
10753,pink morsel,2020-06-29,south,$1662.00
10754,pink morsel,2020-06-29,east,$1662.00
10755,pink morsel,2020-06-29,west,$1503.00
10780,pink morsel,2020-06-30,north,$1794.00
10781,pink morsel,2020-06-30,south,$1572.00
10782,pink morsel,2020-06-30,east,$1668.00
10783,pink morsel,2020-06-30,west,$1647.00
10808,pink morsel,2020-07-01,north,$1632.00
10809,pink morsel,2020-07-01,south,$1578.00
10810,pink morsel,2020-07-01,east,$1650.00
10811,pink morsel,2020-07-01,west,$1797.00
10836,pink morsel,2020-07-02,north,$1734.00
10837,pink morsel,2020-07-02,south,$1734.00
10838,pink morsel,2020-07-02,east,$1581.00
10839,pink morsel,2020-07-02,west,$1665.00
10864,pink morsel,2020-07-03,north,$1695.00
10865,pink morsel,2020-07-03,south,$1701.00
10866,pink morsel,2020-07-03,east,$1584.00
10867,pink morsel,2020-07-03,west,$1518.00
10892,pink morsel,2020-07-04,north,$1737.00
10893,pink morsel,2020-07-04,south,$1656.00
10894,pink morsel,2020-07-04,east,$1695.00
10895,pink morsel,2020-07-04,west,$1563.00
10920,pink morsel,2020-07-05,north,$1788.00
10921,pink morsel,2020-07-05,south,$1746.00
10922,pink morsel,2020-07-05,east,$1647.00
10923,pink morsel,2020-07-05,west,$1527.00
10948,pink morsel,2020-07-06,north,$1548.00
10949,pink morsel,2020-07-06,south,$1572.00
10950,pink morsel,2020-07-06,east,$1569.00
10951,pink morsel,2020-07-06,west,$1527.00
10976,pink morsel,2020-07-07,north,$1500.00
10977,pink morsel,2020-07-07,south,$1791.00
10978,pink morsel,2020-07-07,east,$1656.00
10979,pink morsel,2020-07-07,west,$1743.00
11004,pink morsel,2020-07-08,north,$1563.00
11005,pink morsel,2020-07-08,south,$1722.00
11006,pink morsel,2020-07-08,east,$1758.00
11007,pink morsel,2020-07-08,west,$1524.00
11032,pink morsel,2020-07-09,north,$1788.00
11033,pink morsel,2020-07-09,south,$1713.00
11034,pink morsel,2020-07-09,east,$1596.00
11035,pink morsel,2020-07-09,west,$1716.00
11060,pink morsel,2020-07-10,north,$1587.00
11061,pink morsel,2020-07-10,south,$1509.00
11062,pink morsel,2020-07-10,east,$1698.00
